questionID,questionTitle,questionText,topic,answerText,upvotes,views
494,My husband only has sex with me once a month or less,"I'm feeling rejected and frustrated. This is not new. The first month we were together, sex was about every day. Then it slowed down to once a month right away. I love my husband, but I am struggling with this.",intimacy,"Feeling rejected and frustrated is a reasonable reaction to your experience with your husband. I want to encourage you that his actions may have little to do with you, and regardless of outcomes, I hope you find the help you need to process through your pain and still have hope for your marriage.   If your husband was to work with me I'd explore with him his understanding of, and experience with, intimacy in relationship with others. Furthermore, like other male clients of mine, I'd challenge your husband to secure an updated full medical exam from his PCP (primary care physician) and/or urologist in order to identify or rule out any organic issues which may be causing his apparent lack of desire for sexual intimacy. If there are no physical issues, per se, I would encourage your husband to process further his family of origin story-line regarding rules, roles, sex, and sexuality along with working through his sexual and trauma histories.",1,422
495,I feel completely alone in my marriage,"I have been married for 11 years. Within the past 2 years we have drifted far apart. We coexist together but there is very little personal interest in each other. I often feel that my husband has ""friends"" at work that he is more emotional invested in than me. I feel very alone and just uncared for. Is there anything I can do to feel reconnected?",intimacy,"Your question highlights your pain very clearly.  What you are describing is one of the most common scenarios I see in my practice with couples: One partner feels terribly lonely and unimportant in response to the other partner either turning towards other people and activities or being withdrawn and turning inward. My mind immediately goes to a question for you: What happens when you are feeling alone and uncared for? What do you say to yourself about you, about your spouse, and about your relationship?  What do you do in response to these feelings? Do you ask for what you need?  Does this lead to arguments?  Do you stay silent or withdraw?Very often, couples enter into negative patterns where one partner feels afraid of rejection by the other partner and so withdraws from the relationship (and is often seen as ""cold and aloof"" towards the relationship), and the other partner feels afraid of abandonment by the withdrawing partner and so pursues the other (and is often seen as ""critical and nagging"").  Regardless of ""who started it,"" these patterns can turn into infinity loops that take on a gravity of their own, and ultimately cause both partners to withdraw and dissolve the relationship.  If both partners want to work on saving and improving the relationship, the way out of this is to learn about your emotions and patterns together so that you can slow down the pattern and stay in touch with the emotions that pull people together.  As the patterns slow down, partners are better able to get more deeply in touch with their vulnerabilities, needs and longings, and ask for them to be met in such a way that doesn't leave the other partner feeling criticized, threatened, abandoned, or uncared for.Some couples can do this without the help of a therapist.  The book ""Hold Me Tight: 7 Conversations for a LIfetime of Love"" by Sue Johnson is a self-help book based on Emotionally Focused Therapy (the most scientifically validated couples therapy that currently exists), and has been helpful to many couples that I see.  When a therapist is needed to help partners reconnect or overcome betrayals, I recommend seeking couples therapists who are trained in a scientifically tested model of couples therapy (such as Emotionally Focused Therapy.  You can learn more about EFT or find an EFT therapist here: http://www.iceeft.com).To summarize:Your pain is understandable and valid.  It's telling you what you are missing and what you want.Reconnection comes when we can listen to what our feelings are telling us, express those feelings in a safe way, and assert our wants/needs, while remaining open to the vulnerabilities and needs of our partner.If you can do that on your own, and your relationship is responsive, that's fantastic!  If you encounter challenges in resolving this yourself, consider therapy with a trained couples therapist using a model that is scientifically validated.  Pain means this is important!  You and your marriage are worth the effort!",5,1116
498,How do I stop obsessively checking if my boyfriend is cheating?,"My dad cheated on my mom for 13 years. I cannot stop obsessing over the fact that my boyfriend might be cheating on me even when I know he isn't. I have full access to his phone, social media, and e-mails. I never find anything, but I'm obsessed with constantly checking just in case. How do I stop this? It's driving a wedge between us.",intimacy,"Hi Greenville, I respect that you're owning your own overreactions, and that you want to give your boyfriend the respect he deserves. The truth is that some people cheat, and some don't, and our partners deserve the benefit of the doubt unless they show signs they can't be trusted.The answer here is in two different areas. Basically, if you want to feel differently (more trusting, in your case), you look at your thoughts, and your behaviours.Your thoughts are stuck... like tires in deep ruts in the road. These thoughts are only habits, they don't reflect the truth. Fear is probably whispering in your ear things like ""everyone cheats"", or "" you're not enough for him"". Once you figure out what fear is trying to tell you, picture those words in red next time they come up. Ask yourself what the evidence is that supports that thought (there won't be much...perhaps none), and what is the evidence that doesn't support it (I know lots of good men, I know I deserve love and loyalty, there is no sign of infidelity...). You're learning to refute the thoughts that are connected to the fear. That's the first half. Practise these thoughts.The rest of the work is in your behaviours. Act as though you trust him. Force yourself to not check or interrogate, and the less you check, the less obsessive and untrusting you will feel. Acting ""as if"" something if true strangely helps us believe it.It's possible to change the way we think, and this is turn changes the way we feel. Try this to start, and see a therapist for support and cognitive behavioural therapy if you want to dive more deeply into why this is happening and how to stop it. Good luck!",3,1674
500,How can I fix my trust issues with my wife?,"I’m always questioning her about things such as who she is texting and talking to on the phone, why she is always on social media, checking her phone records, and going through her phone. I do this knowing that I have never found any reason for her to be cheating, and I have no reason to.",intimacy,"Understand the reasons you feel mistrustful.  Even though you aren't finding evidence of cheating, your weak sense of faith in your wife's behavior is worth examining bc trust is fundamental to a good relationship.It is possible you don't have faith in yourself to accurately tell whether someone is telling you the truth or whether you are interpreting evidence accurately.Anyone who has themselves had their trust severely violated will feel uneasy to naively trust what is on face value.The work requires observing your own confidence in gradually feeling safe that what someone tells you is true, is actually true.Examine as much evidence as needed of whether what the other person tells you they're doing, does in fact take place.When the facts line up and show you no reason to be fearful, then you will be one step closer to trusting yourself to trust someone else.",1,141
501,How do I know who to trust?,"So many people lie, and it's hard to tell who speaks the truth. Who do I trust? I don't even trust my family or friends.",intimacy,"Start by trusting yourself.This is harder to do than it may sound.If a person trusts themselves, their actions, decisions, way of handling matters, then evaluating whether or not to trust another human being, becomes much easier.Also, don't be in a rush to trust someone.   Trust takes time to develop.   First observe someone, listen to the person, whether they follow through.   Repeat this process multiple times, which requires time to accomplish.At a certain point in this process you will start to feel whether or not the person is trustworthy or not.",1,66
502,What should I do about not being sexually attracted to my girlfriend of five years?,Nothing we've tried has worked so far.,intimacy,Probably what you should do is decide whether you can continue having a romantic and sexual relationship with someone to whom you don't feel like having sex.Five years is long enough to know that the way you feel toward your partner is more than likely going to remain this way.Talk with your gf about your feelings because she may not wish to be in a relationship in which her partner is not sexually attracted to her.,2,328
505,What's the best way to handle my spouse's narcissism and bipolar disorder?,"He is always telling me our fights are only and all my fault, he bashes me to our young child, and he is addicted to a few substances.",intimacy,"The behaviors you describe are boundary violations.  You can not change your spouse, but you can respond to his behaviors in ways that protect your boundaries and ensure your safety.  This is very hard to do without support.  Finding a therapist who understands the dynamics of abusive relationships may be helpful.  If you are not ready to do this, I recommend the book ""Boundaries"" by Dr. Henry Cloud and Dr. John Townsend.  It's a great resource for helping one recognize boundary violations and learning how to respond to them in ways that are constructive!",0,234
506,How do I hold onto my marriage when there is no common bond or intimacy?,We can't hold a conversation together. The blame is always pointed at me. We have no intimacy.,intimacy,"It is hard to hold onto a partner that isn't available emotionally or is lashing out when you face any kind of coflict between you.The conditions needed for healthy intimacy can not grow when there is an absence of common ground or lack of a sense of ""safe space"" between you.Learning to nurture yourself in this type of situation is vital and comes first.  If there are to be better conditions to grow the kind of relationship you both feel safe and valued in, it needs to be a shared mission.But healthy intimacy begins within, and you CAN grow and thrive no matter the willingness or emotional availability of another.  I recommend you find a good guide to walk this path back home to a deeper peace in you.  If the relationship can be healed, more will become clear as you feel more ease and harmony within yourself.For more resources related to healthy inimacy, I invite you to visit http://www.counseling4ocwomen.com",2,128
508,Is my boyfriend cheating?,"He leaves and is gone for days or weeks but stays in contact and tells me he misses me. He gets defensive when I ask him stuff. We haven't had sex in two months. He says it's because he's not working, I'm pregnant, he doesn't like it here, and he hasn't been on the mood lately.",intimacy,"Well, there certainly is distance he creates between the two of you.Whether or not the reason is from his cheating on you is impossible to tell based only on the information here provided.You could open a general discussion about the lack of closeness you feel.   Maybe he'll be more responsive to talk about emotions than about specific actions he's done or not done.Mostly, entitle yourself to the quality relationship you'd like to have.  Your discomfort and distress are valid and there's no good reason to live with conditions which keep these moods in place, forever.Give yourself time to plan your next move, especially since having a baby will add to each of your responsibilities.You didn't write how long the problem you describe has continued.One possible outcome if its been a short time, is he will resolve whatever currently drives his withdrawn behaviors from you.Your life, your outcome.Trust yourself to know when the time is right to stay or to go.",1,93
510,Can my marriage be saved?,"I have been married for ten years. My husband is 29 years my senior. We have a young daughter. Ever since she was born, my husband has ""shut down."" We have no intimacy; he doesn't even kiss me. I've told him how I feel for years, and he swears he loves me and wants to make me happy, but I still have to literally beg for sex and affection. My self-esteem is gone, and I feel so alone. He has stranded me. He uses his passive-aggressive ways and ignores every comment I make. He refuses to talk to me in detail.",intimacy,"Hi Smyrna,Your husband is avoiding dealing with this problem. I understand how lonely you must feel, not only sexually, but emotionally too.From what you describe, it seems that he wants to be there for you, but he clearly has barriers to engaging fully around this issue. My hunch is that he doesn't know what to do or how to talk to you. But I think he does have something to say.Your husband is 29 years older and you've been together for ten years...that puts you at around thirty perhaps and him at almost sixty? Has any wise older woman sat you down to explain that men sometimes have erectile issues or hormone-related low sex drive as they age? It's possible that your husband is bewildered, angry, grieving or anxious about changes in his sex drive or his ability to maintain an erection, and that he doesn't know how to talk to you about this. He may feel like he's letting you down, and he's scared it will get worse, so he's sticking his head in the sand. Of course, that doesn't help, does it?The worst case scenario is that you get angry or hopeless, that he senses danger or disapproval from you and pulls away even further in shame. Eventually, you stop chasing him, and you drift further apart. It's a bit of a conundrum...how to honour both your need for connection and honesty and his need for a safe place to explore his fears and insecurities. Maybe lower your expectations for a bit? Your husband will need to believe that you are a safe place to share his fears, and you would need to hold onto the fact that he's really scared, and that he's not rejecting you...just protecting himself.I would suggest having a gentle conversation that sounds something like ""Sweetheart, we both know that something's not right here. I think you've been trying to handle this on your own or hoping it would get better, but can we agree that it's not? I need you to either talk to me about what's happening, or please go see a doctor. What I need is to see that you are doing some little step to help us. Either of those things would show me that.""In the end, you need to know that he's heard you and that he's willing to look at the issue in some way. If he does neither, then at least you know where you stand and you can decide whether to live in a sexless marriage. I wonder if showing him this answer to your question might help? Just a thought.",2,261
520,What can I do about my boyfriend being so close with another girl?,"My boyfriend has this close female friend. It always bothered me because of how close they are, so I decided to meet her. That made the situation worse because they were even closer than what I thought. They acted like a couple rather than friends with each other. There was no physical interaction, but he talks to this girl a lot. What can I do? Leaving him isn't an option.",intimacy,"I wonder if you could have a conversation with your boyfriend about how you are feeling. A few things may help with that:Try having the conversation you are both able to have a conversation about something that is important (for example, not during a commercial for a TV show)Maybe your boyfriend will be willing to listen to you for about five minutes asking questions to learn more about your experience, kind of like an investigative reporter wouldSee if your boyfriend is able to capture the essence of what you're saying by summarizing it for youRemember that hearing you and following what you're saying does not mean that he agreesAlso consider if there are events in your past that are affecting the way you are looking at this relationship between your boyfriend and this other girl (we all bring our own histories into relationships and we unconsciously expect that what has worked in other relationships will work in current ones)Then you can switch so that you can hear more about what he is experiencing (for example, what it is that he likes about her)Also consider having a discussion that if one of you becomes very emotional and needs a break from the discussion, discuss having a timeout that will last for a certain time frame (usually between 15 minutes and one hour) and then come back to continue the discussionRemember that the goal here is just to learn more about what each of you is going through, not to find a solution right awayThis can be difficult. Consider working with a couples therapist to discuss it together.",1,210
522,"I'm soon to be married, and I've been messing around with others","I’m a man, and I’m soon to be married. I have been messing around with other men on the side. It started as a once in a while thing, but it’s been happening a lot. I don't know what to do.",intimacy,"Hello, and thank you for your question. When faced with these kinds of difficult challenges, I usually encourage people to look to their values for help in determining what their behavior should be. Indeed, it is usually when our behaviors conflict with our values that we don't feel very content with our lives. Perhaps you can take some time to think through a couple of these questions: What kind of person do I want to be deep in my heart? What kind of character do I want to have when in public and in my private world when nobody is watching? How would I want others to describe me? Let's say that you want others to see you as being authentic, and YOU also value authenticity as something you want to live by. You may feel like this value is currently at odds with the behaviors you are engaging in right now. That you are not being the person that you really are deep in your heart. This is not an unusual struggle when it comes to sexual behavior and sexual orientation. So please, try not to feel alone. We all know quite well how unacceptable it may be to be seen as gay, lesbian, bisexual, etc. And I am not just talking about being unaccepted by others, but a person may have a VERY hard time accepting themselves. Thinking about your values and living a life based on them can bring a lot of freedom, but I won't lie, it can also bring a lot of pain at the same time. For example, someone with the value of living authentically may decide they have to tell others who they are and what they stand for, even if that means people may disapprove. That may cause a lot of pain, but it may also come with a sense of freedom to live a life based on honesty and authenticity. It may be helpful to find a counselor who is trained in affirmative therapy, which is recommended for people who are navigating their sexual behaviors and figuring out what is right for them. I would also sit down and think through some of the questions above and consider what your values are... both as an individual and as someone's fiancé.Above all, I wish you well in this journey. Robin J. Landwehr, DBH, LPC, NCC",2,396
526,How do I handle getting the silent treatment from my boyfriend?,"When my boyfriend gets in a snit, he gives me the silent treatment for days. When I ask what is wrong, I get nothing: no reply, no phone call. If he does reply, it is something very sarcastic and hurtful. He never admits he is wrong and never apologizes.",intimacy,"You are in an abusive relationship-not because of your boyfriend's silences but because he is comfortable being sarcastic and hurtful, never admits he is wrong and never apologizes. It is your choice to participate in an abusive relationship. You can not stop an abusive partner from being abusive no matter how wonderfully you treat your partner. You can either accept the terrible relationship as it is or reach out for the support that you need to leave the abusive relationship. I wish you well, always.",2,607
527,My husband cheated before marriage—what can I do?,"My husband cheated while I was pregnant with our son with a so-called friend. This was before we were married. We split and eventually worked things out. I thought I trusted him so we got married. Now he flirts with girls in front of me. I've talked to him, but nothing helps.",intimacy,"This sounds very painful for you.Are you able to tell him how his flirting affects you?Maybe he doesn't care enough to change, and maybe he does.Long term if he continues this then usually people feel they have two choices, put up with it, which of course greatly reduces the sense of satisfaction in the relationship.   Or, of course, you can decide to end the relationship.  This choice is quite significant now that you have a child together.  Give yourself plenty of time to think over the best outcome.",0,707
530,My boyfriend doesn't compromise with me,"My boyfriend and I have been disagreeing on a lot lately. It's really coming down to the fact that we want opposite things sometimes. I do a lot for him: I take care and protect him, and in the end, he still doesn't trust me. We've both come to the conclusion that when I want something and he doesn't want it, he's not willing to find a happy medium whatsoever. It's just non-negotiable. I'm not sure what to do honestly. He doesn't trust me as much as I wish he did. Honestly, sometimes I feel like his enemy, and it kills me.",intimacy,"There’s a difference between what you want, what you need and what you have. Being able to assertively identify express your wants and needs to your boyfriend may be helpful in times of negotiation. Often couples focus on recounting all the negative traits and issues when is time to negotiate and that impairs the ability to explore and find solutions objectively.You could use couples mediation to learn assertive communication skills and filter the information needed to resolve or negotiate a solution. Mi novio no transa conmigoÚltimamente, mi novio y yo hemos tenido muchos desacuerdos. Todo se debe al hecho de que queremos cosas diferentes.  Yo hago mucho por él, lo cuido y protejo, y al final, el no confía en mí.  Ambos hemos llegado a la conclusión que cuando yo quiero algo que él no quiere, él no está dispuesto a encontrar el punto medio.  No es negociable.  No estoy segura de que hacer. El no confía en mi tanto como quisiera que lo hiciera, a veces siento su enemiga y eso me mata. Hay una gran diferencia entre lo que quieres, lo que necesitas y lo que tienes.  Poder identificar y expresar asertivamente lo que quieres y necesitas en tu relación te ayudara en los momentos de negociación.   Muchas veces las parejas se enfocan en recontar todos los problemas y características negativas a la hora de negociar, y eso les impide hablar claramente del problema presente e identificar soluciones específicas.Pueden usar la mediación de parejas para aprender técnicas de comunicación asertiva y tener asistencia filtrando e identificando la información que les ayudara a resolved o negociar una solución al problema.",0,236
531,How can I open up to the ones I love?,"I have been pushing people away all my life. I finally have a great boyfriend who loves me, but I keep pushing him away and I don't want to. I need to learn to open up.",intimacy,"Figuring out the space we need between ourselves and others is an ongoing and unsolvable task.  But it sounds like you may be feeling stuck in a pattern of pushing people away and are wanting to change that.  Pushing others away may be your way of surviving relationships and may have proven to be very helpful at one point in your life.  Or it may be serving some other purpose.  One helpful way to consider changing that is to seek out a therapist.  Psychotherapy can provide you with a relationship that is in tune to you and that can provide the reflection and supportive challenges to help determine the function the 'pushing away' is serving.  It also may be helpful for you to take time to reflect on the moments when interpersonal guardedness snuck its way into the interaction.  What were you feeling right before this?  Did it provide relief?  Reflecting on what was happening just before and right after can provide some clues as to what purpose the 'pushing away' serves.It may be helpful to communicate to the boyfriend how you experience intimacy and the discomfort it can bring you at times.  This may help him be as sensitive as you need him to be about the pace of the relationship, and to understand what may be happening when you push him away.",0,552
539,How can I stop being jealous of my best friend's boyfriend?,"My best friend and I've been really close for almost three years. She lives in the UK, and I live in the US. Ever since her boyfriend flew from Oregon to Scotland, I've been angry at him. Ever since he came into her life, he took her away from me. My best friend would always say sorry, and I'm sick of it.",intimacy,"You are definitely in a frustrating situation.Your friend and the boyfriend are doing what is natural for couples who are in the early stage of their relationship.  Being almost inseparable to the point of overlooking friends, is understandable as long as it doesn't continue for long enough that friends feel hurt.If you feel you would like to one more time tell your friend that you miss your friendship with her and would like her attention, then do so.After expressing your needs as much as possible and if the result doesn't change, then the sad conclusion is that your friend is willing to give you less time and energy than you require from her.",0,378
542,My boyfriend does not do some sexual things with me that he has done with other people,"My boyfriend won't touch me intimately, he won't kiss me while we are having sex and he won't have oral sex with me. I know he has done this things with other women in the past. I don't know why he won't do them with me. What should I do?",intimacy,"First off, don't blame yourself or be too quick to jump to any scary conclusions.  Human sexuality can be incredibly complex at times (e.g., what turns us on at one time may not be what turns us on the next time). There could actually be a number of things going on including him having performance anxiety...maybe he had a bad experience with a previous partner that's left him scared to try again (we call this operant conditioning).  It could also be that he puts you in a different category than previous lovers.  Sometimes I refer to this as the ""hooker-housewife mentality"" where a partner somehow gets the idea that when we truly fall in love, we treat that one differently; almost up on a pedestal.  Drives many partners crazy until they're aware that this is going on and give their boyfriend/ girlfriend permission to enjoy both the naughty and the nice with them. It could also be that he's not even aware that he's not doing these things. If you haven't asked him yet, you might try gently approaching the subject when you're not already in the bedroom or trying to get in on and inquire what he most enjoys about sex with you (or has enjoyed in the past, or thinks he might enjoy).  You can also share your favorite highlights of sex with him.  Give him an ego boost and tell him what he does well while then asking him if he'd be down to go downtown.  ""Baby, it REALLY turns me on when you kiss me during sex.""If you continue to get the impression that it's somehow only about YOU or that he's just really hesitant to talk about sex in general, you might see if he'd be cool to chat with a counselor who specializes in sexual intimacy.",3,1752
545,Should I be upset that my husband may have lied to me again?,"I’m trying to make marriage work after a split. Before our split, he lied a lot and broke every promise to me. I don't think he cheated. Last month, I asked what women work with him, so he told me. Yesterday, I found out about a girl that he said he forgot about. Should I be upset?",intimacy,"Do you want to be upset about a girl that he forgot about?  Think about it for a minute.  Do you want to measure your trust based on knowing how many female co-workers your husband has?  And if so, what does that say about your marriage?  Trust is something that we earn based on our actions and the actions of people we interact with; it’s also based on our ability to communicate and understand what we value and have in common.  If you are focused on every little detail around your relationship, it may turn into an unhealthy obsession and it may harm your relationship more.   If instead you focus on opening the lines of communication, let him know what you expect from him, and discuss how you could both build trust again, you may become closer and give your relationship the opportunity to grow.  ¿Debería este molesta porque mi esposo me mintió de nuevo?Estoy tratando de hacer que mi matrimonio funcione después de una separación.  Antes de separarnos el mentía mucho y rompía todas sus promesas.  No creo que me haya sido infiel.  El mes pasado, le pregunté cuantas mujeres trabajan con él, y él me dijo.  Ayer, me enteré que se olvido de una muchacha.  ¿Debería estar enojada?¿Quieres estar molesta porque se le olvido con cuantas mujeres trabaja?  Piénsalo por un momento.  ¿Quieres determinar la confianza que le tienes en tu esposo basándote en su capacidad de reportar la cantidad de mujeres que trabajan con él?  Si tu respuesta es sí, ¿qué refleja eso sobre tu matrimonio?  La confianza es algo que se gana basado en nuestras acciones y las de aquellos con quienes interactuamos; también en nuestra habilidad de comunicar y entender los valores que tenemos en común. Si practicas estar preocupada por cada pequeño detalle en tu relación, esto se puede convertir en una obsesión que potencialmente dañara tu relación.  Si en cambio te enfocas en abrir las líneas de comunicación, le dejas saber lo que esperas de él y discuten cómo pueden trabajar juntos para recuperar la confianza, pueden volverse más cercanos y darse la oportunidad de que la relación crezca.",1,802
561,I am afraid of sex,"I am a female, and I am afraid of having sex. I am afraid of disappointing my partner by being inexperienced. I think he thinks I'm not a virgin. I am also scared that he will be disappointed with my naked body. I don't want my partner to think differently of me because I am afraid of having sex.",intimacy,"These fears are completely normal. Almost everyone has the same fears you do, to some degree, especially if they lack experience. Men also feel far more of these fears than you realize. That can help...to remember that we're all a little scared and looking for safety and approval.You mention a partner, but I'm not sure if you currently have one. Having a partner you can trust with your fears and who you feel safe with is so important. When you're really confident someone cares deeply for you, this can help the fears to go away or diminish. How well do you know your own body? Getting to know how you like to be touched and how different touches feel...getting acquainted with your body yourself first...this can help build sexual confidence. In general, our partners care less about our fat and wrinkles than they care about how we make them feel in bed. Being a generous lover who is confident enough to put fear aside...ironically this is what makes you ""good in bed"". But be patient with yourself. Your confidence will grow with experience, and that doesn't have to happen until you are ready. There's not rush. :)",0,206
564,How do I stay when the spark is gone?,"We had our first kid 15 years ago, and sex has been nonexistent ever since. It only happens every three or four months. We have been to counseling, and I have been told over and over again she will come around. She hasn't, and I'm intimately lonely! I think it's time to move on, but how do I do that without hurting my kids?",intimacy,"Hi Pocahontas, This is a painful situation. When you're in a relationship, you assume that you will continue to receive warmth and affection. When it dries up, it's a very lonely place. It's possible that there is an unaddressed issue in the relationship. It's also possible that your partner has hormonal issues, pain issues,  sexual dysfunction or is asexual. There is no one answer here. Only you can decide what is right for you. But let me ask some questions to help you explore next steps:Aside from the sex, is your wife loving and supportive? What are the other ways in which you feel loved? Does your wife talk to you? Does she communicate her needs and desires? Does she articulate what gets in the way of having sex? If your wife is generally a loving, open partner, you use this to see that her behaviours aren't personal. Whether she resolves this or not, it can help you to cope with the rejection. This is your wife's issue, and the ""ball"" is in her court.In my opinion, if couple's therapy hasn't helped, it's time for your wife to own whatever is blocking her and address it with her physician and therapist. Let her be in charge of the sex for a while, to take the pressure off, and she can have the time to figure out what gets in the way of having regular sexual intimacy in your relationship. If you think of this as ""my wife is in crisis and needs support in figuring this out"", it can help you manage your own emotions. Pressure to have sex might push her further away. Did the couple therapist help you to see the dynamic in your relationship? Has your partner identified something she feels she is lacking in the relationship? One good way to make sure you ""get"" is to ""give"" (and I mean give what she wants, not sex). It's appropriate to say to her now ""I cannot live in a relationship with so little intimacy. I need for you to be honest with me about what you want for us sexually. If this is all you want, I'm not sure I can do it. If you want us to be more sexual, I need you to address what gets in the way for you.""  Give her some time, help her in any way you can, and then see where you are. See if she does seek help to address an issue that is hers. Then...you have a decision to make. I encourage you to make it looking at the big picture, not just the sex.",1,161
565,I don't know if I should end my relationship or try and stick through it,"I have been dating a guy for two years. I think I love him, but I don't know any more. I am in my late teens, and I have been living with him for most of our relationship. I have been talking to a guy friend, and I feel more loved by him than my boyfriend.",intimacy,"Hi Michigan, Relationships are so sparkly for a few years, and then things start to feel different. Most of the time, this is simply because we've pulled back from all the attachment-forming behaviours we did at the beginning. We stop talking a lot, because we have less to discover...we do less for each other and buy fewer gifts...spend less time together...all because we have already formed the love and attachment and we don't need to ""fill the gas tank"" as much. So, just because it feels different doesn't mean it's ""gone bad"".Having said that, it seems as though you are missing something in this relationship that you need; you don't feel loved enough right now. Can you tell him? Have you told him? The strength of your relationship is more clear when people know what the expectations are. Let him know what you need, and see if he gets it. You have choices to make and there is no wrong choice. You certainly have the right to say ""this isn't feeling great anymore"", or ""I want to explore other relationships"", and walk away. But often it's worth it to see how good something can be before you bail. You're drawn to someone else, and this is up to you to decide how this fits with your expectations of yourself in a relationship. Your interest in this other guy is sparkly and new. Your boyfriend can't compete with that if he doesn't know you're unhappy. For some people, being drawn to someone else is a sign they're not into their partner. For others, it's a danger alert, and it makes them want to improve their current relationship. Which one are you?",2,142
566,My boyfriend says he doesn't like to do things with me because we fight too much,"He owns his own business. Sometimes, he stays out all night but doesn't tell me. We have a son together, and I get to stay home with him. He says I complain too much about what he's doing. We've been together a year and a half. I got pregnant after being together for a month. We moved in together when I had my son in July. Everything was great, and then he started the staying out. He then started not spending time with either of us. I just don't know if I'm doing something wrong. We've talked and he says this is just how he is, but he wasn't like this before.",intimacy,"Hi Oklahoma, Listen to him when he says this is how he is. Your boyfriend's behaviours are about him; not you. At the start of a relationship it's easy to be loving and attentive; but it takes years to really get to know someone deeply. With time, people reveal who they are.For some reason, he is giving himself permission to detach from you and your son. This could be for several reasons; he may be avoiding intimacy and connection, he may be avoiding commitment, he may fear he isn't enough, or (and there is evidence of this one) he may have misogynist attitudes about male privilege that interfere with his ability to be the kind of supportive and respectful partner that you need. It seems that you've addressed this problem with him and told him what you need. Good for you. His response seems dismissive though, and this isn't a good sign. Any problem can be worked through if you have two people who care about, respect and listen to each other. It seems this basic foundation is missing here.I suggest a therapist might be able to help you sort out where to go from here. I wish you the best. :)",1,81
567,My boyfriend is always accusing me of not loving him,"I love him so much, and I don't know what to do.",intimacy,"Hi Savannah, This is a pretty common issue; one person feels that they are doing a great job of being loving, yet their partner doesn't feel loved. There's a great book ""The Five Love Languages"" by Gary Chapman. He explains that there are five main ways to give and receive love, but we don't necessarily all speak the same ""love language"" as our partner. You might feel that by going out to work and earn money, you're being loving, but if your partner's main love language is quality time, you're not hitting that bulls eye because you're not home! The five languages are words, quality time, acts of service, gifts and touch. I recommend couples grab this book, sit down and figure out what their love languages are, and then...slowly...you start to ask for the kind of love you want, and you start to speak your partner's language a bit better. You may never be fluent, but you can get better. The most important part is to understand each other better and to know that there's nothing wrong with either of you, you're just speaking different languages. You can help your boyfriend to get really specific about how he wants to be loved. I bet he just needs you to ""speak his language"".  :)",1,246
568,How can I get my fiancé to notice me again?,"My fiancé and I have almost the best relationship every girl wants, but lately it's changed. I get less attention and little to no intercourse. He works a lot and goes to the gym a lot (he's a football player for an indoor league), but he has no time for me. We live two hours from family, and when I leave home to see family, he'll text me saying ""whatever"" and ""leave me alone."" But when we're together, everything is okay. No fighting or anything. I love this man, but I just don't know what to do anymore.",intimacy,"Hi Rockford, While no relationship is ""perfect"", and it's natural for the passionate beginnings of a relationship to lessen with time, because we have established the trust and love needed as a foundation and we don't have to smother each other with attention anymore, your situation sounds like something different. ""He has no time for me""... yet you don't fight. Hmmm...Is it that you don't fight because you don't bring up what's bothering you? Are you avoiding conflict? Many people do. What do you fear would happen if you let him know how you feel about his recent pulling away? As an engaged couple, now is a really good time to see what happens when you bring a concern to your fiance. Better to find out now what happens when you rock the boat by being real. Or maybe you have spoken to him about it. If so, what happens? Does he listen and help you understand him better? Or does he avoid and reassure you...or maybe dismiss you? This is really important data to gather about how your fiance handles conflict and how you work together. He says ""leave me alone"". That's a pretty bold statement about what he wants. He doesn't seem to have the same idea that you do about what marriage is, and how close you want to be. Plus, I have to say, those words sound more like what a closed-off fourteen year old would say to a parent than a loving fiance to his bride to be! Giving him the benefit of the doubt, it could be that your fiance is scared about getting married and this is a temporary reaction that will change. But if this is true, he needs to tell you that so you can understand. So, I suggest that the fact that when you're together you're ""okay"" is perhaps not the best barometer for how you're doing as a couple. Listen to your gut. I encourage you to be really open with your fiance about what your feelings and fears are. This may get rockier before it gets better, but until you face what's not working, you won't know who you truly are as a couple.  When you're engaged, it's a really cool time to see a therapist too...to get some conflict resolution skills down before you're a married couple.",1,700
